LDGS_NM,CTPRVN_NM,GUGUN_NM,CFR_LDGS_LIST_CN,ONE_QUARTER_AVRG_PRC,TWO_QUARTER_AVRG_PRC,GSRM_CO,PRKPLCE_EXST_AT,RSTRNT_EXST_AT,BAR_AT,CAFE_HOLD_AT,FITNES_CNTER_AT,OUTDOOR_POOL_AT,SPA_AT,SAUNA_AT,BNQTHL_AT,BSINES_CNTER_AT,BEACH_AT
부티끄호텔 영인,서울,중구,"나인트리 호텔 명동, 서울프린스호텔, 호텔 PJ, 세종호텔, 퍼시픽호텔, 반얀트리 클럽 앤 스파 서울, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 호텔 크레토, 솔라리아 니시테츠 호텔 서울 명동, L7명동, 나인트리 프리미어호텔 명동2, 디어스명동, 밀리오레 서울 명동, 헨나호텔 서울명동, 호텔 스카이파크 명동 1호점, 사보이호텔, L7 명동, 어반스테이 명동, 이코노미 프리미어 명동",84380,105692,24,Y,Y,Y,Y,N,N,N,N,N,Y,N
골든 호텔,경기,남동구,"파이호텔, 인천 호텔 반월(구 아시아드)",82210,84513,80,Y,N,N,Y,N,N,N,Y,N,Y,N
보우(VOW)관광호텔,경기,1076-2번지,아마레관광호텔,73413,72508,73,Y,Y,Y,Y,N,N,N,N,N,N,N
호텔 더 디자이너스 청량리,서울,동대문구,없음,112754,127966,80,Y,Y,Y,Y,N,N,N,N,N,N,N
하운드가든&테라스호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",135747,159756,70,Y,N,Y,N,N,Y,N,N,N,N,Y
라온스테이 인 페를라,경상,진주시,"라온스테이호텔, 뉴 라온 스테이, 브라운도트 충무공점",86916,87493,75,Y,N,N,N,N,N,N,N,N,N,N
어반스테이 제주연동,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 아이진호텔, 신라스테이제주, 호텔더원, 어반아일랜드호텔, 호텔 시리우스, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 호텔위드제주, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 벤티모 호텔 앤 레지던스 제주",84609,104162,67,Y,N,Y,N,N,N,N,N,N,N,N
벤티모 호텔 앤 레지던스 제주,제주,제주시,"롯데호텔 제주, 엠버호텔, 롯데시티호텔 제주, 신라스테이제주, 어반아일랜드호텔, 호텔 시리우스, 신신호텔 제주공항, 글로스터 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",105321,112950,89,Y,N,Y,Y,Y,N,N,N,N,N,N
그레이 193 호텔,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",125186,150773,25,Y,Y,Y,Y,N,N,N,N,N,Y,Y
호텔 프리마베라 부산(in busan),부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 디 옴므 호텔(DeHomme Hotel)",151397,180796,38,Y,Y,Y,Y,N,N,N,N,N,Y,N
해운대 베이몬드 호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",244170,272907,67,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
스타즈호텔 프리미어동탄,경기,화성시,"신라스테이 동탄, 동탄 라마다, 어반스테이 동탄",124088,142781,442,Y,Y,Y,Y,Y,N,N,N,Y,N,N
어반스테이 동탄,경기,화성시,"신라스테이 동탄, 동탄 라마다, 스타즈호텔 프리미어동탄",87937,116071,0,Y,N,Y,Y,N,N,N,N,N,N,N
어반스테이 명동,서울,중구,"나인트리 호텔 명동, 메트로호텔, 서울프린스호텔, 호텔 PJ, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 베스트웨스턴호텔국도, 이비스 앰배서더 명동, 호텔 스카이파크3, 베이튼호텔, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 에이큐브 호텔, 롯데시티호텔명동, L7명동, 트레블로지 동대문 호텔, 호텔스카이파크명동Ⅱ, 나인트리 프리미어호텔 명동2, 디어스명동, 나인트리 호텔 동대문, 밀리오레 서울 명동, 라마다서울동대문, 헨나호텔 서울명동, 종로 pop2, 종로 호텔팝 리즈 프리미어, 종로 pop3, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 라인 호텔 명동, 이코노미 프리미어 명동",125094,184977,77,N,N,Y,N,N,N,N,N,N,N,N
지젤 시그니티 서초,서울,서초구,"유원관광호텔, 프로비스타 가족호텔",179766,228780,1,N,N,N,N,N,N,N,N,N,N,N
어반스테이 서면,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 토요코인 부산서면, 이비스 앰배서더 부산 씨티 센터, 라이온호텔, 사우스반데코 호텔, 티티호텔, trt hotel, 부산 서면 퀸스호텔, 부산 서면 넘버25 서면1번가점, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 시티호텔 지앤지, 브라운도트 서면 1호점, 호텔 J7",75501,94238,96,Y,N,N,Y,N,N,N,N,N,N,N
브라운도트 서면 1호점,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 토요코인 부산서면, 이비스 앰배서더 부산 씨티 센터, 라이온호텔, 사우스반데코 호텔, 티티호텔, trt hotel, 부산 서면 퀸스호텔, 부산 서면 넘버25 서면1번가점, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 시티호텔 지앤지, 어반스테이 서면, 호텔 J7",84919,84008,41,Y,Y,Y,Y,N,N,N,N,Y,Y,N
호텔 J7,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 아바니 센트럴 부산, 토요코인 부산서면, 라이온호텔, 사우스반데코 호텔, 티티호텔, trt hotel, 부산 서면 퀸스호텔, 부산 서면 넘버25 서면1번가점, 부산 범천동 하운드 서면 범천, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 시티호텔 지앤지, 어반스테이 서면, 브라운도트 서면 1호점",63038,85359,45,N,N,Y,N,N,N,N,N,N,Y,N
르 컬렉티브 부산역,부산,동구,"라마다 앙코르 바이 윈덤 부산역, 광장관광호텔, 토요코인 부산역1, 호텔포레 더 스파, 아스티호텔 부산역, 하운드 호텔 부산역, 노떼 라 미아, 부산역 호텔 아몬드",233354,297411,210,Y,N,Y,N,N,N,N,N,N,N,N
르컬렉티브 오시리아,부산,기장군,쏘타컬렉션 더 오시리아,183524,195263,113,Y,N,N,Y,N,N,N,N,N,N,N
쏘타컬렉션 더 오시리아,부산,기장군,르컬렉티브 오시리아,172413,180174,1,Y,N,N,N,N,N,N,N,N,N,N
어반스테이 부티크 521,부산,중구,"스탠포드 인 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이",66029,91570,78,Y,N,Y,Y,N,N,N,N,N,N,N
하운드호텔 송정,부산,해운대구,"올라호텔, 호텔 라온",122247,123520,53,Y,N,N,N,N,N,N,N,N,N,Y
코오롱 씨클라우드 (호텔),부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",225387,259125,223,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y
신라스테이 해운대 (호텔),부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",204304,243232,407,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y
라마다 앙코르 해운대 (호텔),부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",158654,175846,402,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y
홍대 필로소퍼,서울,마포구,"호텔 더 디자이너스 홍대, 아만티호텔, 나인브릭호텔, L7홍대, 홀리데이인익스프레스 서울홍대, 보보호텔, 머큐어 앰배서더 서울 홍대, 나비 호스텔 홍대, DW Stay Hongdae (디 더블유 스테이 홍대)",98988,121948,0,N,N,Y,Y,N,N,N,N,N,N,N
DW Stay Hongdae (디 더블유 스테이 홍대),서울,마포구,"아만티호텔, 나인브릭호텔, L7홍대, 홀리데이인익스프레스 서울홍대, 머큐어 앰배서더 서울 홍대, 나비 호스텔 홍대, 홍대 필로소퍼",96398,109323,13,Y,N,N,N,N,N,N,N,N,N,N
파크 선샤인 제주,제주,서귀포시,"오션팰리스, 신신호텔 서귀포점, 카사로마 호텔, 헤이, 서귀포, 신신호텔 천지연",117216,120502,105,Y,Y,Y,Y,N,N,N,N,Y,Y,Y
제주 노블피아 호텔,제주,서귀포시,"골든데이지호텔서귀포오션, 오션팰리스, 호텔 케니 서귀포, 신신호텔 서귀포점, 카사로마 호텔, 호텔 화인, 헤이, 서귀포, 신신호텔 천지연",80023,81338,121,Y,Y,N,N,N,N,N,N,N,N,N
호텔 화인,제주,서귀포시,"오션팰리스, 신신호텔 서귀포점, 카사로마 호텔, 제주 노블피아 호텔, 헤이, 서귀포",175886,215425,1,Y,N,Y,Y,N,N,N,N,N,N,N
"헤이, 서귀포",제주,서귀포시,"골든데이지호텔서귀포오션, 오션팰리스, 호텔 케니 서귀포, 신신호텔 서귀포점, 카사로마 호텔, 파크 선샤인 제주, 제주 노블피아 호텔, 호텔 화인, 신신호텔 천지연",55185,62954,139,Y,N,Y,Y,N,N,N,N,Y,Y,N
디 옴므 호텔(DeHomme Hotel),부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan)",106363,157728,30,Y,N,N,N,N,N,N,N,N,N,Y
호텔 케니 기장,부산,기장군,없음,65059,72871,132,Y,Y,Y,N,Y,N,N,N,Y,Y,N
신신호텔 천지연,제주,서귀포시,"골든데이지호텔서귀포오션, 오션팰리스, 호텔 케니 서귀포, 신신호텔 서귀포점, 카사로마 호텔, 파크 선샤인 제주, 제주 노블피아 호텔, 헤이, 서귀포",67509,75679,312,Y,Y,Y,Y,N,N,N,N,Y,Y,N
신신호텔 제주월드컵,제주,서귀포시,"그린트리인 서귀포(그랜드밀리언스), 이스턴 호텔 제주",61475,62272,243,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 케니 모슬포,제주,서귀포시,없음,66026,68079,189,Y,N,Y,Y,N,N,N,N,Y,N,N
담모라 리조트,제주,서귀포시,없음,67731,80255,58,Y,Y,N,N,N,Y,N,N,Y,N,N
산방산 호텔,제주,서귀포시,없음,103814,131314,67,Y,Y,Y,N,N,N,N,N,Y,Y,N
블룸 호텔,제주,서귀포시,"히든 클리프 호텔 앤 네이처, 스위트 호텔 제주, 제주 신라 호텔, 그랜드 조선 제주, 파르나스 호텔 제주",114237,169389,70,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y
토모노야 호텔 앤 료칸 경주,경상,경주시,없음,445100,419592,20,Y,Y,Y,Y,N,Y,N,N,N,Y,Y
토모노야 호텔 앤 료칸 대천,충청,보령시,없음,378815,431068,24,Y,Y,Y,Y,N,N,N,N,N,N,N
호시카게 료칸 호텔 동부산,부산,기장군,없음,689938,612237,1,Y,Y,Y,N,N,N,Y,Y,N,Y,N
어반스테이 여수오션힐,전라,여수시,"여수 라마다프라자 호텔, 오션힐 호텔 여수, 라마다 바이 윈덤 대전",115190,137177,32,Y,N,N,Y,N,N,N,N,N,N,N
해운대 씨클라우드 호텔 앤 레지던스,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 썬클라우드 호텔, 캔버스 호스텔",191092,186448,105,Y,Y,N,N,Y,Y,N,N,N,N,Y
해운대 썬클라우드 호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 캔버스 호스텔",253306,214970,98,Y,N,Y,Y,Y,Y,N,N,N,N,Y
