LDGS_NM,CTPRVN_NM,GUGUN_NM,CFR_LDGS_LIST_CN,ONE_QUARTER_AVRG_PRC,TWO_QUARTER_AVRG_PRC,GSRM_CO,PRKPLCE_EXST_AT,RSTRNT_EXST_AT,BAR_AT,CAFE_HOLD_AT,FITNES_CNTER_AT,OUTDOOR_POOL_AT,SPA_AT,SAUNA_AT,BNQTHL_AT,BSINES_CNTER_AT,BEACH_AT
소노휴 양평 구 소노문 양평,경기,양평군,쉐르빌온천관광호텔,154280,148604,195,Y,Y,Y,Y,Y,N,N,Y,Y,N,N
소노문 단양,충청,단양군,없음,144793,149477,834,Y,Y,N,Y,N,N,N,Y,Y,N,N
소노캄 제주,제주,서귀포시,없음,250237,246118,331,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
용평 리조트 평창,강원,평창군,없음,242596,172315,208,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
웰리힐리파크,강원,횡성군,없음,188109,132353,383,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N
켄싱턴리조트 지리산하동,경상,하동군,없음,229477,222284,115,Y,Y,Y,Y,N,N,N,N,Y,Y,N
스탠포드 호텔 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 포시즌스 호텔 서울, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 센터마크호텔, 신라스테이광화문, 호텔쿠레타케소, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 종로 pop2, 종로 호텔팝 리즈 프리미어, 종로 pop3, 포포인츠 바이 쉐라톤 조선 서울 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",178044,285598,243,N,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 스카이파크 명동 1호점,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",116135,169850,114,N,Y,N,N,N,N,N,N,Y,Y,N
호텔 상상,경상,거제시,없음,315059,314523,30,Y,Y,Y,Y,N,Y,N,N,N,Y,N
토모노야 호텔 & 료칸,경상,거제시,스터번 호텔,355142,318768,18,Y,Y,N,Y,N,N,N,N,N,N,Y
스터번 호텔,경상,거제시,토모노야 호텔 & 료칸,129631,139357,57,Y,Y,Y,N,N,N,Y,Y,N,N,Y
더케이호텔 경주,경상,경주시,"힐튼 경주, 코모도호텔 경주, 스위스로젠관광호텔",170663,183330,304,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
썬 앤 문 리조트,제주,서귀포시,없음,237473,236643,20,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y
와이리조트 제주,제주,서귀포시,없음,192030,197789,32,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
더 그랜드 섬오름,제주,서귀포시,없음,166830,207742,132,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N
호텔 스카이파크 제주 1호점,제주,제주시,"롯데호텔 제주, 엠버호텔, 롯데시티호텔 제주, 아이진호텔, 신라스테이제주, 호텔더원, 어반아일랜드호텔, 호텔 시리우스, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 호텔위드제주, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 어반스테이 제주연동, 벤티모 호텔 앤 레지던스 제주",80098,93323,144,Y,Y,N,N,Y,N,N,N,Y,Y,N
울산 머큐어 앰배서더,경상,북구,"E호텔, 머큐어 앰배서더 울산",162022,139485,131,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
쏘타컬렉션 더 여수,전라,여수시,없음,96441,107477,130,Y,N,N,N,N,N,N,N,N,N,N
호텔스카이파크 킹스타운 동대문,서울,중구,"바티카호텔(VATICAHOTEL), JW메리어트동대문스퀘어, 호텔아트리움, 글루호텔, 써미트호텔, 베이튼호텔, 소테츠호텔즈 더 스프라지르 서울 동대문, 호텔 더 디자이너스 동대문, 에이큐브 호텔, 트레블로지 동대문 호텔, 노보텔 앰배서더 서울 동대문 호텔, 나인트리 호텔 동대문, 라마다서울동대문",143147,212047,406,Y,Y,N,N,Y,Y,N,N,Y,Y,N
호텔 스카이파크 대전 1호점,충청,유성구,"테크노밸리 호텔, 베니키아 테크노밸리 호텔, 에스앤나봄호텔",123994,137564,100,Y,N,Y,N,N,N,N,N,Y,N,N
라마다 바이 윈덤 대전,전라,여수시,"여수 라마다프라자 호텔, 오션힐 호텔 여수, 어반스테이 여수오션힐",135824,137188,222,Y,Y,N,N,Y,N,N,N,Y,N,N
베니키아 테크노밸리 호텔,충청,유성구,"테크노밸리 호텔, 호텔 스카이파크 대전 1호점, 에스앤나봄호텔",104123,103260,74,Y,N,Y,Y,N,N,N,N,Y,N,N
에스앤나봄호텔,충청,유성구,"테크노밸리 호텔, 호텔 스카이파크 대전 1호점, 베니키아 테크노밸리 호텔",82793,81806,75,Y,Y,Y,Y,N,N,N,N,Y,Y,N
호텔오노마 대전 오토그래프컬렉션,충청,유성구,"롯데시티호텔대전, ICC호텔",289804,324953,171,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
호텔 탑스텐 정동진,강원,강릉시,없음,234242,229742,333,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
SL호텔 강릉,강원,강릉시,없음,116642,120946,340,Y,Y,Y,Y,N,Y,N,N,Y,N,N
컨피네스 오션 스위트,강원,강릉시,없음,231440,240734,296,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y
나비 호스텔 홍대,서울,마포구,"호텔 더 디자이너스 홍대, 아만티호텔, 나인브릭호텔, L7홍대, 홀리데이인익스프레스 서울홍대, 보보호텔, 머큐어 앰배서더 서울 홍대, 홍대 필로소퍼, DW Stay Hongdae (디 더블유 스테이 홍대)",133001,124031,40,Y,Y,Y,Y,N,N,N,N,N,Y,N
산청 휴롬빌리지,경상,산청군,산청한방가족호텔,248039,291837,2,N,N,N,N,N,N,N,N,N,N,N
엘시티 레지던스 와이컬렉션,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 유에이치스위트해운대, 하운드가든&테라스호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔",573646,562793,1,Y,Y,N,N,N,N,N,N,N,N,Y
고성 명품무인호텔 시그니처,경상,고성군,없음,62920,63421,17,Y,N,N,N,N,N,N,N,N,N,N
라까사 호텔 서울,서울,강남구,"더리버사이드호텔, 호텔 선샤인, 포포인츠바이쉐라톤서울강남, 파티오세븐, 에이든 청담호텔, 안다즈 서울 강남, 호텔안테룸서울, 보코서울강남, 티롤관광호텔",185156,198420,88,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
보코서울강남,서울,강남구,"더리버사이드호텔, 호텔 선샤인, 포포인츠바이쉐라톤서울강남, 파티오세븐, 에이든 청담호텔, 안다즈 서울 강남, 호텔안테룸서울, 라까사 호텔 서울, 엘리에나 호텔, 티롤관광호텔",291856,350085,151,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
나인트리 프리미어 호텔 서울 판교,경기,성남시,없음,167886,189840,315,Y,Y,Y,N,Y,N,N,N,Y,Y,N
부티크 호텔 봄봄,강원,강릉시,"호텔이스트나인, 강릉 씨티호텔",117268,127823,15,Y,N,Y,N,N,N,N,N,N,Y,N
강릉 씨티호텔,강원,강릉시,"호텔이스트나인, 부티크 호텔 봄봄",137193,130524,155,Y,Y,Y,Y,N,N,N,N,Y,Y,N
강릉 라피네 호텔,강원,강릉시,없음,119543,95495,17,N,N,N,N,N,N,N,N,N,N,N
더하운드호텔,부산,중구,"스탠포드 인 부산, 크라운 하버호텔 부산, 라발스 호텔 부산, 부산관광호텔, 토요코인부산역Ⅱ, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 코모도호텔 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",84627,76537,37,Y,N,Y,Y,N,N,Y,Y,N,N,N
남포 스테이웰 호텔,부산,중구,"스탠포드 인 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",66432,71811,72,Y,Y,N,N,N,N,N,N,N,N,N
시티호텔 지앤지,부산,부산진구,"아르반 호텔, 솔라리아 니시테츠 부산, 부산 비즈니스 호텔, 아바니 센트럴 부산, 토요코인 부산서면, 라이온호텔, 사우스반데코 호텔, 티티호텔, trt hotel, 부산 서면 퀸스호텔, 부산 서면 넘버25 서면1번가점, 부산 범천동 하운드 서면 범천, 부산 서면 사우스반데코 호텔, 부산 서면 넘버25 서면역점, 어반스테이 서면, 브라운도트 서면 1호점, 호텔 J7",87841,56000,55,Y,Y,N,Y,N,N,N,N,Y,N,N
춘천아이관광호텔,강원,춘천시,춘천 HOTEL 몽,133914,75583,31,Y,N,N,N,N,N,N,N,N,N,N
춘천 HOTEL 몽,강원,춘천시,춘천아이관광호텔,73890,78609,32,Y,N,N,N,N,N,N,N,N,N,N
여수 호텔 헤이븐,전라,여수시,없음,108584,122320,170,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N
거제 솔스파펜션,경상,거제시,거제 지니스파펜션,152109,179831,4,Y,N,Y,N,N,N,Y,Y,N,N,N
거제 지니스파펜션,경상,거제시,거제 솔스파펜션,142679,137139,0,N,N,N,N,N,N,N,N,N,N,N
신라스테이 여수,전라,여수시,"소노캄 여수, 여수 유탑 마리나 호텔 리조트, 여수 베네치아 호텔&리조트, 호텔마띠유여수, H·S관광호텔",161309,185132,1,Y,Y,Y,Y,Y,Y,N,N,Y,N,N
에스알 호텔  사당,서울,동작구,"사당 넘버25 사당역점, 사당 카리스호텔, 사당 메트로21, 더 리프 호텔 사당점",156223,184170,63,Y,Y,N,Y,N,N,N,N,N,Y,N
더 리프 호텔 사당점,서울,관악구,"사당 넘버25 사당역점, 사당 카리스호텔, 사당 메트로21, 에스알 호텔  사당",308471,282047,1,Y,N,Y,Y,N,N,N,N,N,N,N
명지 오유,부산,강서구,신라스테이 서부산,66720,66554,27,Y,N,Y,Y,N,N,N,N,N,Y,N
울산 호텔그라운드7,경상,북구,없음,80803,92118,0,Y,N,N,N,N,N,N,N,N,N,N
호텔 아델라,부산,영도구,"스탠포드 인 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 호텔 아벤트리 부산, 커넥트 부산 호텔, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 그리핀베이, 어반스테이 부티크 521",122388,126469,340,Y,Y,Y,Y,Y,N,N,N,N,Y,N
시타딘커넥트호텔 하리 부산,부산,영도구,없음,124771,129457,160,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N
소노 펠리체 델피노,강원,고성군,소노문 델피노,424579,403590,211,Y,Y,Y,Y,N,Y,Y,Y,N,N,N
청초호베스트호텔,강원,속초시,"속초 씨크루즈호텔, 체스터톤스 속초, 속초 썬라이즈 호텔, 월드스카이 레지던스 호텔, 마리나베이 속초",108832,106752,1,Y,N,N,N,N,N,N,N,N,N,N
사보이호텔,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",128353,188832,105,N,N,Y,Y,N,N,N,N,Y,Y,N
부산역 호텔 아몬드,부산,동구,"크라운 하버호텔 부산, 라마다 앙코르 바이 윈덤 부산역, 토요코인부산역Ⅱ, 광장관광호텔, 토요코인 부산역1, 코모도호텔 부산, 아스티호텔 부산역, 하운드 호텔 부산역, 노떼 라 미아, 르 컬렉티브 부산역",84059,100984,77,Y,Y,Y,Y,N,N,N,N,N,Y,N
부산시티호텔,부산,연제구,아르반시티 호텔,124488,120949,1,Y,N,N,N,N,N,N,N,N,N,N
유에이치스위트해운대,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",215104,213441,52,Y,N,Y,N,N,N,N,N,N,N,Y
호텔현대 바이 라한 목포,전라,영암군,없음,147056,210830,207,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
더 위크앤 리조트,경기,중구,"레이관광호텔, 더프린스 호텔, 연화문호텔",289683,292299,191,Y,Y,Y,Y,Y,N,N,N,Y,N,Y
연화문호텔,경기,중구,"레이관광호텔, 더프린스 호텔, 더 위크앤 리조트",195448,202024,35,Y,Y,Y,Y,N,N,Y,Y,N,N,Y
광수 호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 토요코인부산해운대2, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 유에이치스위트해운대, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",164225,185895,181,Y,N,N,N,N,N,N,N,N,N,Y
파르나스 호텔 제주,제주,서귀포시,"스위트 호텔 제주, 제주 신라 호텔, 그랜드 조선 제주, 블룸 호텔",504225,601006,307,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
moxy 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, 라마다호텔앤스위트서울남대문, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, L7 명동, 호텔28 명동, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",199654,287797,205,Y,Y,Y,N,N,N,N,N,N,N,N
L7 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 호텔 PJ, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 베스트웨스턴호텔국도, 이비스 앰배서더 명동, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",202714,290891,251,Y,Y,Y,N,Y,N,N,N,Y,Y,N
성호 리조트,경상,경주시,없음,118318,136683,132,Y,N,N,Y,Y,N,N,N,Y,N,N
머큐어 앰배서더 울산,경상,북구,"E호텔, 울산 머큐어 앰배서더",159016,153145,131,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
한림 리조트,제주,제주시,르메인 호텔 협재,101328,131943,93,Y,Y,Y,Y,N,Y,N,N,Y,N,N
그리핀베이,부산,중구,"스탠포드 인 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 어반스테이 부티크 521",90920,107335,161,Y,Y,Y,N,N,N,N,N,N,N,N
부산 센텀 스위트호텔,부산,해운대구,"센텀 프리미어 호텔, 해운대 센텀 호텔",87961,122975,462,Y,N,N,N,N,N,N,N,N,Y,N
조선 팰리스 서울 강남,서울,강남구,"삼정관광호텔, 트리아 관광호텔, 호텔 신라스테이 역삼, 리치웰 호텔, 호텔 카푸치노, 베니키아 노블레스 호텔, 강남 스테이 호텔, 카파쓰 호텔, L7 강남, 오월호텔, 호텔 세느, 호텔 뉴브",687401,772247,254,Y,Y,Y,Y,Y,N,N,Y,N,N,N
엘리에나 호텔,서울,강남구,"삼정관광호텔, 노보텔앰배서더강남, 베스트웨스턴프리미어강남, 호텔 카푸치노, 도미인 서울 강남, 호텔 세느, 파티오세븐, 에이든 청담호텔, 보코서울강남",210723,221541,1,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N
플레이스 캠프 제주,제주,서귀포시,"더베스트제주성산, 브라운 스위트 제주, 골든튤립제주성산, 코델리아s 호텔 앤 리조트",100822,95485,177,Y,N,Y,Y,N,N,N,N,Y,N,N
호텔28 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 센터마크호텔, 신라스테이광화문, 호텔쿠레타케소, 목시 서울 인사동 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 종로 pop2, 종로 호텔팝 리즈 프리미어, 종로 pop3, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",238945,397803,83,Y,Y,Y,Y,Y,N,N,N,N,Y,N
에이치에비뉴 광안리해변점,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",165210,189092,34,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y
뉴 라온 스테이,경상,진주시,"라온스테이호텔, 브라운도트 충무공점, 라온스테이 인 페를라",83814,87412,110,Y,Y,Y,N,N,N,N,N,Y,Y,N
브라운도트 충무공점,경상,진주시,"라온스테이호텔, 뉴 라온 스테이, 라온스테이 인 페를라",98439,98868,76,Y,N,Y,Y,N,N,N,N,N,Y,N
호텔 스카브로,제주,서귀포시,없음,206546,201781,40,Y,N,Y,Y,N,Y,Y,Y,N,Y,N
카사로마 호텔,제주,서귀포시,"골든데이지호텔서귀포오션, 오션팰리스, 호텔 케니 서귀포, 신신호텔 서귀포점, 파크 선샤인 제주, 제주 노블피아 호텔, 호텔 화인, 헤이, 서귀포, 신신호텔 천지연",125359,162639,100,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N
롯데호텔 울산,경상,울산광역시,"울산 시티 호텔, 롯데시티호텔 울산, 신라스테이 울산, H호텔, 토요코인 울산삼산동, 롯데시티호텔 울산, 스타즈 호텔 울산",214735,236186,200,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
티롤관광호텔,서울,서초구,"더리버사이드호텔, 호텔안테룸서울, 라까사 호텔 서울, 보코서울강남",98202,118550,83,Y,Y,Y,Y,N,N,N,N,N,N,N
토요코인 창원,경상,창원시,"에비뉴관광호텔, 호텔인터내셔널, 올림픽호텔",76492,82859,333,Y,N,Y,Y,N,N,N,N,Y,N,N
